"","genes","SRR7624365","SRR7624366","SRR7624367","SRR7624368","SRR7624369","SRR7624370","SRR7624371","SRR7624372","SRR7624373","SRR7624374","SRR7624375","SRR7624376","SRR7624377","SRR7624378","SRR7624379","SRR7624380","width"
"19670","ENSMUSG00000103317",58,129,65,49,91,73,74,59,47,98,40,61,20,24,57,49,2225
"19671","ENSMUSG00000103332",352,455,213,263,195,194,148,128,66,148,75,117,70,104,147,140,172918
"19672","ENSMUSG00000103343",28,48,82,60,36,40,54,34,20,39,78,62,20,39,99,73,1831
"19673","ENSMUSG00000103357",20,20,20,20,72,105,60,67,20,20,20,20,20,20,20,20,16401
"19674","ENSMUSG00000103358",20,20,20,20,20,20,20,20,20,20,20,20,20,20,27,20,3254
"19675","ENSMUSG00000103364",61,130,86,81,64,75,76,53,49,80,26,63,20,43,140,67,1698
"19676","ENSMUSG00000103367",20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,339
"19677","ENSMUSG00000103373",169,428,616,718,483,427,473,391,217,409,395,344,193,361,451,299,2390
"19678","ENSMUSG00000103374",20,20,20,20,20,26,20,20,20,20,20,20,20,20,20,23,141
"19679","ENSMUSG00000103376",53,57,66,61,41,68,36,72,64,43,57,39,53,90,46,41,823
"19680","ENSMUSG00000103377",20,20,20,20,20,20,20,20,20,20,20,20,20,20,28,36,2819
"19681","ENSMUSG00000103382",28,116,85,112,43,54,53,34,20,92,32,37,22,45,73,76,2179
"19682","ENSMUSG00000103388",20,67,46,20,41,61,79,66,35,75,45,62,29,61,75,54,988
"19683","ENSMUSG00000103398",20,20,20,32,38,34,94,70,96,77,70,132,34,136,24,33,1840
"19684","ENSMUSG00000103400",20,20,20,20,20,20,20,20,20,20,20,20,20,28,22,20,2616
"19685","ENSMUSG00000103403",34,70,30,35,20,21,20,32,20,20,20,20,20,20,20,20,2866
"19686","ENSMUSG00000103404",20,30,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1167
"19687","ENSMUSG00000103406",20,68,75,45,222,90,261,89,71,20,40,20,20,20,20,20,1113
"19688","ENSMUSG00000103409",95,80,65,62,98,97,135,123,108,46,130,85,116,72,38,61,4446
"19689","ENSMUSG00000103419",20,20,71,58,35,27,38,22,23,20,20,23,20,20,20,20,468
"19690","ENSMUSG00000103421",20,34,20,20,20,23,20,20,20,20,20,20,20,20,20,20,13227
"19691","ENSMUSG00000103422",20,33,20,20,20,20,21,20,20,34,20,34,20,36,24,34,2491
"19692","ENSMUSG00000103427",20,20,20,20,20,20,20,20,20,20,20,20,20,20,48,54,5222
"19693","ENSMUSG00000103445",20,46,20,28,37,43,53,31,33,58,68,56,56,59,88,38,3247
"19694","ENSMUSG00000103451",20,20,20,20,27,20,20,20,20,20,20,20,20,20,20,20,534
"19695","ENSMUSG00000103464",20,20,20,20,24,21,20,20,20,20,20,20,20,20,20,20,1511
"19696","ENSMUSG00000103467",44,46,20,20,25,36,28,22,20,20,20,20,20,20,39,44,2621
"19697","ENSMUSG00000103469",20,20,20,20,20,20,20,29,20,32,35,20,21,37,73,46,1550
"19698","ENSMUSG00000103472",157,100,109,120,132,136,58,40,33,29,20,22,56,58,84,77,127110
"19699","ENSMUSG00000103473",67,79,84,80,104,121,82,153,141,133,133,127,112,160,170,157,3349
"19700","ENSMUSG00000103475",24,33,30,20,53,42,69,49,52,71,52,45,55,55,70,73,1844
"19701","ENSMUSG00000103485",35,105,97,60,42,51,30,53,20,40,20,20,20,20,26,20,3761
"19702","ENSMUSG00000103492",20,23,24,20,20,20,20,20,20,20,20,20,20,20,20,20,4321
"19703","ENSMUSG00000103493",37,75,20,20,30,47,52,29,20,23,20,20,20,20,20,20,2282
"19704","ENSMUSG00000103495",20,51,25,20,28,22,20,22,20,20,20,20,22,20,46,20,1626
"19705","ENSMUSG00000103497",34,86,42,43,32,54,23,53,20,58,47,61,20,47,54,37,1316
"19706","ENSMUSG00000103505",35,43,63,58,46,56,45,32,20,58,22,33,20,30,20,20,2033
"19707","ENSMUSG00000103506",35,51,32,36,88,60,50,28,22,56,32,27,20,32,45,57,2253
"19708","ENSMUSG00000103507",106,193,138,93,123,108,101,71,56,115,73,78,33,61,77,85,2227
"19709","ENSMUSG00000103509",661,1820,932,729,1469,1422,1045,976,349,1211,492,601,257,961,1172,1123,4028
"19710","ENSMUSG00000103520",48,22,106,97,81,66,60,45,54,68,48,43,67,78,154,122,855
"19711","ENSMUSG00000103525",31,60,67,90,77,37,69,60,20,49,47,64,20,33,60,35,1818
"19712","ENSMUSG00000103532",34,31,27,38,44,54,76,61,86,59,56,67,20,72,46,59,1041
"19713","ENSMUSG00000103543",20,119,27,34,20,20,20,20,20,20,20,20,20,20,20,20,820
"19714","ENSMUSG00000103549",20,27,35,58,57,24,61,20,33,20,20,20,20,20,20,20,874
"19715","ENSMUSG00000103553",20,20,20,20,20,20,20,20,20,20,20,20,20,22,30,22,4689
"19716","ENSMUSG00000103556",20,22,20,20,28,20,21,20,20,20,20,20,20,20,20,20,2233
"19717","ENSMUSG00000103558",20,24,20,20,20,20,20,20,20,20,20,20,20,21,23,20,1447
"19718","ENSMUSG00000103561",20,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2144
"19719","ENSMUSG00000103567",94,92,57,68,69,91,38,36,20,20,20,20,20,28,20,44,147494
"19720","ENSMUSG00000103569",158,314,450,394,357,391,322,286,130,307,270,259,91,178,179,219,1911
"19721","ENSMUSG00000103570",20,20,33,25,20,20,35,20,26,20,39,24,38,27,23,32,1682
"19722","ENSMUSG00000103572",76,72,121,120,96,79,60,57,41,98,79,104,54,108,142,108,2849
"19723","ENSMUSG00000103574",36,86,97,97,78,79,73,68,71,55,56,35,27,21,35,22,147
"19724","ENSMUSG00000103576",35,31,25,27,47,34,44,40,31,50,39,66,24,37,37,32,856
"19725","ENSMUSG00000103585",297,204,141,91,105,141,64,68,24,54,20,20,81,84,119,173,121502
"19726","ENSMUSG00000103590",20,40,35,24,48,35,20,27,22,31,27,24,20,20,20,28,313
"19727","ENSMUSG00000103591",20,20,20,20,20,20,20,20,20,24,20,25,20,28,39,23,2993
"19728","ENSMUSG00000103593",81,63,396,522,112,186,168,184,107,151,72,77,64,119,162,111,2181
"19729","ENSMUSG00000103596",20,20,20,20,20,20,20,20,20,20,20,20,20,20,28,20,2384
"19730","ENSMUSG00000103603",20,20,20,20,39,30,45,57,39,53,20,26,20,20,20,20,992
"19731","ENSMUSG00000103611",20,20,20,20,20,20,34,20,20,20,20,20,20,28,38,20,3018
"19732","ENSMUSG00000103613",20,20,20,28,20,20,23,22,20,21,20,20,20,20,20,23,4177
"19733","ENSMUSG00000103621",86,109,187,154,131,127,137,108,72,103,110,116,46,67,123,112,1934
"19734","ENSMUSG00000103622",56,59,96,122,108,107,56,76,123,122,117,80,58,129,84,117,4069
"19735","ENSMUSG00000103624",40,163,72,78,81,94,64,90,27,85,59,81,22,80,89,73,3025
"19736","ENSMUSG00000103625",20,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3123
"19737","ENSMUSG00000103630",20,59,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2085
"19738","ENSMUSG00000103634",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,1419
"19739","ENSMUSG00000103636",25,110,20,57,57,53,36,20,20,41,39,24,20,28,37,57,2671
"19740","ENSMUSG00000103646",20,29,20,24,20,20,20,20,20,39,20,34,20,40,89,53,2765
"19741","ENSMUSG00000103649",40,25,20,24,41,50,20,20,25,27,21,20,41,20,29,28,12627
"19742","ENSMUSG00000103653",125,105,115,126,100,127,86,79,120,112,157,148,81,73,22,43,631
"19743","ENSMUSG00000103657",58,58,76,49,30,26,20,26,20,33,20,60,30,46,66,50,3961
"19744","ENSMUSG00000103672",20,26,34,30,20,20,37,20,20,29,25,61,27,20,46,29,5531
"19745","ENSMUSG00000103677",129,199,100,131,116,155,45,47,20,20,20,20,20,20,27,61,156664
"19746","ENSMUSG00000103685",20,20,20,20,20,20,20,20,20,20,20,20,20,20,22,20,1843
"19747","ENSMUSG00000103696",20,52,50,60,31,34,49,51,20,90,23,73,20,22,38,21,5415
"19748","ENSMUSG00000103697",21,56,20,49,28,30,20,30,34,70,370,379,252,526,593,859,4676
"19749","ENSMUSG00000103703",34,82,48,57,57,46,84,64,41,56,56,72,37,44,44,43,1841
"19750","ENSMUSG00000103708",103,95,133,138,171,139,100,99,107,69,58,38,20,20,20,20,8060
"19751","ENSMUSG00000103711",127,63,53,64,86,53,151,107,706,532,679,487,462,403,116,107,1481
"19752","ENSMUSG00000103715",52,20,44,31,57,54,42,33,56,66,37,41,80,100,195,149,1352
"19753","ENSMUSG00000103722",140,305,175,161,212,281,191,164,148,293,100,155,45,101,120,88,3244
"19754","ENSMUSG00000103731",60,56,64,44,66,49,68,55,29,45,27,22,20,38,25,34,472
"19755","ENSMUSG00000103734",29,26,20,20,20,29,20,27,20,21,20,20,20,20,42,20,1494
"19756","ENSMUSG00000103739",26,77,147,139,95,75,94,66,26,116,89,137,50,116,202,125,3578
"19757","ENSMUSG00000103746",20,20,20,20,20,20,20,20,20,20,20,20,20,50,43,46,889
"19758","ENSMUSG00000103749",414,332,235,121,202,212,86,63,20,66,20,28,89,173,133,223,110865
"19759","ENSMUSG00000103753",20,20,20,20,20,20,20,20,20,30,20,20,20,20,25,39,1905
"19760","ENSMUSG00000103754",20,20,20,20,21,26,20,20,20,20,20,20,20,20,20,20,539
"19761","ENSMUSG00000103756",33,190,160,202,91,110,108,72,33,156,75,50,30,82,30,34,1139
"19762","ENSMUSG00000103762",20,20,20,20,20,38,26,20,20,20,36,25,20,20,20,20,2869
"19763","ENSMUSG00000103763",20,22,20,22,20,20,20,20,20,20,20,20,20,20,20,20,1034
"19764","ENSMUSG00000103766",20,20,20,20,29,31,37,38,23,30,30,26,20,23,20,20,43831
"19765","ENSMUSG00000103778",20,20,20,20,20,20,20,20,20,20,20,23,20,20,25,20,2376
"19766","ENSMUSG00000103779",20,20,20,20,20,20,20,20,20,46,28,30,32,68,132,146,4801
"19767","ENSMUSG00000103780",20,20,20,20,20,20,20,20,20,26,20,56,20,25,67,24,1692
"19768","ENSMUSG00000103783",139,435,326,437,304,314,248,193,111,221,138,174,65,163,223,153,2884
"19769","ENSMUSG00000103785",20,25,20,20,20,20,20,20,20,20,20,20,28,76,99,133,1161
"19770","ENSMUSG00000103789",20,20,34,20,20,20,20,20,20,20,20,20,20,20,20,20,1316
"19771","ENSMUSG00000103793",45,46,28,20,20,26,20,20,20,20,20,20,20,20,20,20,134835
"19772","ENSMUSG00000103804",96,197,67,121,114,123,114,101,55,188,123,122,58,208,145,208,1011
"19773","ENSMUSG00000103808",29,34,27,55,49,42,58,51,22,70,68,88,20,58,105,129,2397
"19774","ENSMUSG00000103818",97,79,77,70,50,83,82,66,43,72,30,68,24,42,55,29,3341
"19775","ENSMUSG00000103821",60,96,130,145,121,116,78,84,54,126,91,109,25,63,74,43,1872
"19776","ENSMUSG00000103822",21,20,20,20,20,20,20,20,20,20,20,27,20,28,34,20,1058
"19777","ENSMUSG00000103825",51,70,36,43,46,56,35,26,21,58,35,59,20,57,100,55,2471
"19778","ENSMUSG00000103831",20,38,20,28,20,45,32,23,20,20,20,20,20,28,35,43,1880
"19779","ENSMUSG00000103839",52,105,51,32,65,61,44,68,58,77,54,56,35,20,40,40,2623
"19780","ENSMUSG00000103843",58,74,53,72,53,50,68,43,57,83,45,49,20,26,20,20,1420
"19781","ENSMUSG00000103845",20,30,90,70,59,44,44,32,20,20,20,20,20,20,20,20,11642
"19782","ENSMUSG00000103846",20,20,36,38,20,20,26,20,20,20,30,20,20,22,23,25,931
"19783","ENSMUSG00000103847",20,20,20,20,21,20,20,24,20,20,20,20,20,20,21,20,519
"19784","ENSMUSG00000103848",20,20,20,31,21,27,34,29,22,25,20,20,20,20,20,20,422
"19785","ENSMUSG00000103857",77,139,20,27,78,53,71,54,48,174,57,68,20,71,106,107,2869
"19786","ENSMUSG00000103864",20,20,48,44,43,26,32,21,26,26,32,20,29,26,20,40,2183
"19787","ENSMUSG00000103865",20,20,20,21,93,120,99,56,39,22,27,20,20,20,20,20,318
"19788","ENSMUSG00000103867",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,2703
"19789","ENSMUSG00000103869",134,376,322,213,37,132,36,30,20,68,20,20,20,28,29,20,2912
"19790","ENSMUSG00000103877",20,32,135,90,117,30,117,22,30,20,20,20,20,20,20,20,8228
"19791","ENSMUSG00000103880",20,20,20,20,20,22,20,20,20,20,20,20,22,20,20,20,361
"19792","ENSMUSG00000103887",66,95,132,114,181,170,196,131,68,111,174,142,52,138,82,201,319
"19793","ENSMUSG00000103891",20,32,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2309
"19794","ENSMUSG00000103897",321,308,261,106,185,114,53,52,20,108,20,30,159,281,228,341,116168
"19795","ENSMUSG00000103898",28,20,30,26,54,54,51,30,40,52,38,22,38,78,94,107,2603
"19796","ENSMUSG00000103899",99,189,57,113,71,84,70,56,37,104,32,125,34,60,88,95,3251
"19797","ENSMUSG00000103900",26,20,23,20,23,20,20,20,20,20,20,20,20,20,20,20,1443
"19798","ENSMUSG00000103901",99,136,58,77,52,56,54,76,23,124,45,52,46,62,88,62,3478
"19799","ENSMUSG00000103904",20,20,20,20,20,20,20,20,20,20,20,24,20,25,29,25,798
"19800","ENSMUSG00000103906",367,165,106,96,311,284,238,228,291,177,285,192,312,132,157,132,4801
"19801","ENSMUSG00000103912",20,20,20,20,35,40,20,20,23,20,20,20,20,20,20,20,18378
"19802","ENSMUSG00000103921",131,42,49,123,93,86,93,91,85,87,84,72,70,74,59,20,2177
"19803","ENSMUSG00000103922",308,255,241,304,355,354,300,347,324,281,255,192,230,173,171,167,1069
"19804","ENSMUSG00000103924",20,20,20,20,20,20,20,20,20,20,20,20,20,20,29,20,4550
"19805","ENSMUSG00000103925",24,20,20,20,20,20,20,20,20,20,20,20,20,55,20,24,851
"19806","ENSMUSG00000103928",31,30,28,26,64,52,67,49,25,62,40,51,48,68,146,82,2437
"19807","ENSMUSG00000103937",40,69,69,109,61,55,50,53,28,82,53,69,20,56,44,60,2861
"19808","ENSMUSG00000103940",42,37,34,38,31,35,34,47,48,80,77,70,41,71,85,62,1602
"19809","ENSMUSG00000103945",105,142,58,92,121,159,141,119,81,130,205,208,129,167,128,102,1293
"19810","ENSMUSG00000103953",123,56,69,74,65,72,90,57,75,76,55,38,71,51,100,87,477
"19811","ENSMUSG00000103957",20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,20,606
"19812","ENSMUSG00000103966",21,24,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5959
"19813","ENSMUSG00000103968",627,425,227,211,252,323,375,456,456,694,134,248,97,171,26,23,838
"19814","ENSMUSG00000103970",20,27,20,20,20,20,20,21,20,22,27,24,23,20,21,23,1146
"19815","ENSMUSG00000103973",20,20,20,20,20,31,21,20,20,20,20,20,20,20,24,20,2538
"19816","ENSMUSG00000103976",72,116,71,90,93,64,90,50,32,94,79,80,31,55,108,100,7634
"19817","ENSMUSG00000103979",96,83,79,122,87,151,106,90,195,93,97,127,124,103,108,87,177
"19818","ENSMUSG00000103983",158,217,352,257,264,254,245,212,161,262,225,241,114,302,394,261,5577
"19819","ENSMUSG00000103984",31,30,20,28,20,20,20,20,20,26,20,22,20,32,20,28,2928
"19820","ENSMUSG00000103999",22,26,61,34,41,46,46,49,30,45,73,40,20,37,35,28,3880
"19821","ENSMUSG00000104002",77,253,124,132,97,129,105,136,67,81,73,110,42,65,82,46,2549
"19822","ENSMUSG00000104011",26,35,24,20,29,20,20,27,20,20,20,20,20,20,28,20,1548
"19823","ENSMUSG00000104016",32,23,27,29,29,20,56,41,20,58,27,26,20,22,20,20,875
"19824","ENSMUSG00000104018",54,62,44,65,62,76,52,36,22,88,44,64,36,60,80,48,1479
"19825","ENSMUSG00000104026",20,20,20,20,20,20,20,20,20,25,20,20,20,20,20,20,3650
"19826","ENSMUSG00000104028",101,40,38,33,30,55,37,24,41,32,21,29,37,312,170,273,1204
"19827","ENSMUSG00000104030",20,20,20,20,20,20,20,20,20,20,20,28,20,20,96,54,2094
"19828","ENSMUSG00000104031",542,437,423,715,854,868,538,679,822,804,770,533,439,595,181,154,1147
"19829","ENSMUSG00000104034",20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,20,1409
"19830","ENSMUSG00000104037",20,45,20,20,20,20,20,20,20,44,20,20,20,20,20,20,2497
"19831","ENSMUSG00000104039",20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,1394
"19832","ENSMUSG00000104040",27,40,51,34,20,30,20,20,20,25,34,27,20,67,30,49,1513
"19833","ENSMUSG00000104043",20,55,20,20,37,44,20,26,28,57,20,20,20,20,20,20,1029
"19834","ENSMUSG00000104044",76,157,99,144,84,102,84,89,40,94,97,58,49,74,83,83,4355
"19835","ENSMUSG00000104052",20,20,20,20,20,20,20,20,20,20,20,20,20,20,26,20,3438
"19836","ENSMUSG00000104053",20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,4003
"19837","ENSMUSG00000104059",20,20,20,20,32,20,48,20,22,20,20,20,20,20,20,20,1092
"19838","ENSMUSG00000104060",27,68,30,32,28,48,25,29,22,44,24,21,20,20,44,22,2071
"19839","ENSMUSG00000104063",230,176,108,135,99,179,43,36,20,23,20,20,20,20,25,31,90274
"19840","ENSMUSG00000104064",20,20,20,20,20,20,20,20,20,20,20,20,20,20,29,20,2010
"19841","ENSMUSG00000104074",20,28,22,23,25,34,25,20,20,20,20,20,20,20,31,20,829
"19842","ENSMUSG00000104078",20,44,25,54,31,51,38,20,20,33,25,41,22,29,47,50,2426
"19843","ENSMUSG00000104091",20,20,20,20,54,32,20,20,20,20,20,20,20,20,20,20,1024
"19844","ENSMUSG00000104097",30,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9078
"19845","ENSMUSG00000104103",33,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,874
"19846","ENSMUSG00000104107",20,31,35,35,33,47,26,20,20,29,50,32,20,35,56,45,1995
"19847","ENSMUSG00000104108",20,53,20,25,22,20,20,20,20,20,20,20,20,20,20,20,10583
"19848","ENSMUSG00000104113",20,20,20,20,20,20,20,20,20,22,20,23,20,26,22,26,758
"19849","ENSMUSG00000104114",26,28,20,20,37,20,20,20,22,27,24,80,31,50,63,43,2384
"19850","ENSMUSG00000104116",172,239,219,320,291,257,222,274,125,260,192,166,42,173,195,157,2922
"19851","ENSMUSG00000104118",20,20,20,20,20,20,20,20,20,20,20,20,21,20,47,39,3868
"19852","ENSMUSG00000104121",20,22,20,20,22,20,20,20,20,20,20,20,20,20,20,20,2953
"19853","ENSMUSG00000104125",28,106,34,110,61,68,66,52,37,90,62,54,26,67,49,47,3374
"19854","ENSMUSG00000104126",169,47,96,78,72,83,55,47,98,64,88,60,100,85,65,54,405
"19855","ENSMUSG00000104132",20,20,20,20,20,20,20,20,20,20,20,20,20,20,27,24,3625
"19856","ENSMUSG00000104136",20,41,26,22,41,43,60,31,38,73,84,72,20,36,34,31,1661
"19857","ENSMUSG00000104140",20,26,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1684
"19858","ENSMUSG00000104145",20,20,20,20,20,20,20,20,20,20,20,20,20,20,22,22,2158
"19859","ENSMUSG00000104150",23,36,26,26,32,32,33,27,30,39,40,31,20,20,21,27,2370
"19860","ENSMUSG00000104154",20,21,20,43,25,20,20,20,20,26,20,20,20,20,20,20,1895
"19861","ENSMUSG00000104155",20,20,20,20,31,20,90,71,112,47,49,20,41,20,29,20,864
"19862","ENSMUSG00000104156",57,42,80,110,100,120,133,128,91,109,76,79,48,74,78,77,3757
"19863","ENSMUSG00000104159",20,31,20,20,20,20,21,31,26,20,32,20,20,27,22,20,3170
"19864","ENSMUSG00000104164",257,542,195,158,229,176,408,324,215,551,279,329,118,324,326,266,5783
"19865","ENSMUSG00000104168",20,20,20,20,20,20,20,20,20,21,20,20,22,42,70,56,11786
"19866","ENSMUSG00000104181",20,20,20,20,20,20,20,20,20,20,27,23,20,20,20,20,588
"19867","ENSMUSG00000104186",20,20,20,20,20,20,20,20,20,26,20,20,21,20,38,22,1065
"19868","ENSMUSG00000104187",41,30,175,120,32,34,20,20,20,20,20,20,20,20,20,20,2147
"19869","ENSMUSG00000104190",20,20,20,20,20,20,20,20,20,20,20,20,20,28,20,20,2102
"19870","ENSMUSG00000104195",55,32,55,67,40,72,56,28,62,45,52,30,32,37,26,25,1364
"19871","ENSMUSG00000104201",20,20,20,20,26,22,20,20,42,36,20,20,20,20,20,20,823
"19872","ENSMUSG00000104204",20,20,20,20,21,22,20,31,22,27,31,26,20,29,26,36,2842
"19873","ENSMUSG00000104211",20,20,20,20,20,20,20,20,24,20,38,28,36,50,20,20,74456
"19874","ENSMUSG00000104214",20,31,20,20,20,20,20,20,20,43,20,22,20,30,24,20,2169
"19875","ENSMUSG00000104218",20,20,22,20,38,21,20,26,21,20,20,20,20,20,20,20,551
"19876","ENSMUSG00000104222",376,219,365,422,348,312,244,189,259,279,293,145,324,213,408,276,2527
"19877","ENSMUSG00000104225",73,90,70,82,89,107,64,88,82,162,159,115,38,69,20,20,861
"19878","ENSMUSG00000104226",20,54,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2095
"19879","ENSMUSG00000104231",20,21,20,22,29,23,40,23,27,32,26,24,39,52,54,47,542
"19880","ENSMUSG00000104235",35,56,39,77,64,82,48,81,28,109,47,54,20,29,49,27,3994
"19881","ENSMUSG00000104239",20,29,52,44,31,30,45,37,20,40,40,53,24,29,23,26,2496
"19882","ENSMUSG00000104241",20,20,20,20,20,20,20,20,20,20,20,20,20,24,20,20,319
"19883","ENSMUSG00000104243",20,35,67,59,86,27,90,28,20,20,27,20,20,20,20,20,472
"19884","ENSMUSG00000104245",69,234,47,71,152,144,172,136,59,104,65,88,40,87,97,85,32500
"19885","ENSMUSG00000104253",45,48,48,36,71,57,79,73,25,77,31,30,25,86,71,50,3058
"19886","ENSMUSG00000104262",21,35,28,20,20,20,20,20,20,33,20,27,20,20,22,35,4003
"19887","ENSMUSG00000104263",20,20,20,20,43,45,20,20,20,20,20,20,20,20,20,20,3345
"19888","ENSMUSG00000104266",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,28,1140
"19889","ENSMUSG00000104273",91,155,94,94,180,203,198,170,118,174,191,211,62,118,166,122,1492
"19890","ENSMUSG00000104275",20,20,61,88,40,36,20,20,20,20,20,20,20,20,20,20,2225
"19891","ENSMUSG00000104277",33,66,20,20,25,20,31,26,27,33,32,20,20,46,36,20,3789
"19892","ENSMUSG00000104279",48,20,20,24,20,26,20,22,20,20,20,20,20,20,23,24,1870
"19893","ENSMUSG00000104280",20,20,20,26,20,23,26,24,20,24,20,20,20,20,20,20,868
"19894","ENSMUSG00000104292",21,20,20,24,42,20,31,36,50,40,82,175,107,107,209,83,5208
"19895","ENSMUSG00000104293",35,56,85,67,79,78,91,54,22,129,90,167,20,94,176,69,5141
"19896","ENSMUSG00000104299",20,20,20,20,20,20,20,20,20,20,20,20,40,27,52,22,2311
"19897","ENSMUSG00000104302",20,20,20,20,20,20,20,20,20,20,25,29,20,20,20,20,178749
"19898","ENSMUSG00000104309",20,20,20,20,20,28,20,20,26,26,26,32,46,20,20,20,1414
"19899","ENSMUSG00000104312",150,124,191,197,194,181,113,71,121,109,114,65,38,46,20,20,3076
"19900","ENSMUSG00000104315",141,358,362,443,287,340,249,201,95,236,143,158,57,146,243,200,3035
"19901","ENSMUSG00000104316",20,20,20,20,20,20,20,20,20,20,20,28,20,33,32,24,2159
"19902","ENSMUSG00000104324",20,42,22,37,20,20,20,20,20,20,20,20,20,20,20,20,4953
"19903","ENSMUSG00000104325",48,142,41,70,55,72,39,55,20,86,31,64,20,67,58,93,1872
"19904","ENSMUSG00000104338",20,26,20,20,86,20,93,21,44,20,20,20,20,20,20,20,1089
"19905","ENSMUSG00000104339",20,20,20,20,20,20,20,20,20,20,20,20,20,20,114,36,6960
"19906","ENSMUSG00000104340",215,134,43,93,44,21,75,89,176,159,126,85,35,57,20,20,4523
"19907","ENSMUSG00000104342",172,163,100,141,148,163,180,102,80,181,146,122,182,211,197,221,2028
"19908","ENSMUSG00000104344",131,363,288,331,284,387,224,216,162,311,166,196,119,206,254,264,3245
"19909","ENSMUSG00000104346",285,452,232,242,215,264,144,94,26,78,32,52,32,75,71,86,167567
"19910","ENSMUSG00000104348",20,20,20,20,20,20,20,20,20,20,20,20,20,34,24,30,2573
"19911","ENSMUSG00000104351",26,20,20,20,30,20,20,20,20,23,20,20,20,20,20,20,1559
"19912","ENSMUSG00000104354",20,20,20,21,20,20,23,20,20,20,20,20,20,20,20,20,1919
"19913","ENSMUSG00000104358",149,338,260,296,231,316,218,156,133,242,218,200,99,142,171,143,3036
"19914","ENSMUSG00000104366",22,37,46,46,86,88,55,53,60,87,65,102,20,28,20,20,2436
"19915","ENSMUSG00000104369",38,70,59,61,44,59,60,59,42,111,41,150,41,75,146,71,6882
"19916","ENSMUSG00000104376",20,20,20,20,22,54,20,20,50,20,29,20,20,20,44,23,1954
"19917","ENSMUSG00000104378",43,71,51,39,46,51,50,50,20,59,49,36,24,28,35,36,4762
"19918","ENSMUSG00000104379",34,161,111,100,67,104,96,93,44,77,45,65,20,24,28,21,3169
"19919","ENSMUSG00000104383",21,20,53,45,44,47,54,42,20,20,58,51,20,27,44,20,1602
"19920","ENSMUSG00000104392",20,31,20,20,20,20,20,20,20,20,20,20,20,20,22,20,2034
"19921","ENSMUSG00000104394",544,725,539,784,938,1072,480,645,443,729,579,476,593,616,681,546,3901
"19922","ENSMUSG00000104398",20,20,20,20,20,20,20,20,20,22,20,20,20,20,20,20,4905
"19923","ENSMUSG00000104399",37,49,50,42,49,43,79,43,39,52,28,38,31,24,37,37,1124
"19924","ENSMUSG00000104400",20,26,20,20,20,20,20,20,20,21,20,20,20,20,20,20,2784
"19925","ENSMUSG00000104406",21,26,20,45,24,20,20,20,20,20,20,20,20,25,28,20,2612
"19926","ENSMUSG00000104415",20,32,20,20,20,20,20,20,20,20,20,20,20,20,20,20,4142
"19927","ENSMUSG00000104427",20,20,22,20,20,20,20,20,20,20,20,20,20,20,20,20,1335
"19928","ENSMUSG00000104432",20,30,38,20,26,52,34,41,20,40,45,49,20,43,72,48,1644
"19929","ENSMUSG00000104435",226,264,47,42,154,159,126,137,62,47,53,36,74,55,114,125,4718
"19930","ENSMUSG00000104436",33,97,98,83,115,83,113,83,55,62,31,76,30,51,116,95,3342
"19931","ENSMUSG00000104443",34,34,75,93,54,44,40,50,38,66,61,76,54,90,131,128,2717
"19932","ENSMUSG00000104445",152,83,87,86,111,78,154,102,82,53,35,21,29,20,29,26,11836
"19933","ENSMUSG00000104449",20,27,39,49,23,20,30,30,20,40,22,25,20,38,46,25,3060
"19934","ENSMUSG00000104453",152,191,133,170,178,119,156,161,68,174,126,114,78,119,232,157,2213
"19935","ENSMUSG00000104460",21,32,39,40,195,41,124,51,49,20,20,20,20,20,20,20,1071
"19936","ENSMUSG00000104467",20,45,20,20,20,20,21,20,20,21,20,29,20,20,20,20,1732
"19937","ENSMUSG00000104469",20,57,33,41,36,39,22,25,20,71,42,54,20,65,117,55,2299
"19938","ENSMUSG00000104476",20,20,20,20,22,20,20,20,20,20,20,20,20,20,20,20,7217
"19939","ENSMUSG00000104479",26,30,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2475
"19940","ENSMUSG00000104493",20,28,23,26,20,20,20,20,20,34,20,20,20,37,31,24,2833
"19941","ENSMUSG00000104494",20,20,51,20,20,20,20,20,20,20,20,20,20,20,20,20,634
