external_gene_name,ensembl_gene_id,SRR7624365,SRR7624366,SRR7624367,SRR7624368,SRR7624369,SRR7624370,SRR7624371,SRR7624372,SRR7624373,SRR7624374,SRR7624375,SRR7624376,SRR7624377,SRR7624378,SRR7624379,SRR7624380
AI507597,ENSMUSG00000073731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a34,ENSMUSG00000040740,146,80,89,82,16,14,17,9,34,21,21,27,34,15,6,4
Plekhm2,ENSMUSG00000028917,2601,1295,918,660,668,521,248,140,86,87,47,30,278,188,983,528
Ddi2,ENSMUSG00000078515,7304,7019,4604,5875,6699,6611,6410,6207,7551,4741,6979,5677,6735,3837,5090,4273
Rsc1a1,ENSMUSG00000040715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agmat,ENSMUSG00000040706,6,5,4,9,6,10,5,1,5,17,10,13,56,46,10,32
Dnajc16,ENSMUSG00000040697,2262,1702,1091,1198,1647,1565,1397,1240,1279,1149,1195,975,1299,910,1307,867
Casp9,ENSMUSG00000028914,3944,2660,1645,1548,1312,1497,1316,1352,1353,1637,886,887,1654,1073,1716,1134
Cela2a,ENSMUSG00000058579,68,84,60,72,90,45,68,82,121,104,104,72,82,61,13,4
Ctrc,ENSMUSG00000062478,2,4,0,2,0,0,0,0,0,0,2,2,0,6,1,2
Ctrcos,ENSMUSG00000086818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Efhd2,ENSMUSG00000040659,2413,1438,1147,1320,830,1036,757,858,1118,1028,966,795,1766,1298,1472,1134
Gm29367,ENSMUSG00000100396,0,0,2,2,0,0,2,2,2,0,2,0,0,8,2,0
Fhad1os2,ENSMUSG00000085922,0,0,0,1,0,0,0,0,6,0,0,2,0,2,0,1
Fhad1,ENSMUSG00000051435,116,261,197,200,22,24,19,13,15,24,12,14,50,47,30,41
Gm13059,ENSMUSG00000081079,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fhad1os1,ENSMUSG00000085424,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
4930455G09Rik,ENSMUSG00000085761,34,44,20,16,3,4,2,5,23,1,4,2,5,12,3,0
Tmem51,ENSMUSG00000040616,3190,2008,1041,1228,575,647,355,395,217,183,166,91,472,190,407,271
Gm13053,ENSMUSG00000085574,2,10,3,1,4,0,4,5,0,2,2,1,0,0,1,1
Tmem51os1,ENSMUSG00000073728,107,106,35,39,27,15,8,11,9,31,3,8,29,25,36,28
Kazn,ENSMUSG00000040606,6487,4690,3428,3474,1528,1570,1820,1469,1723,1599,834,751,1518,1118,1956,1477
Gm13062,ENSMUSG00000087525,18,8,2,13,5,1,11,8,7,12,7,9,4,0,4,5
Gm13052,ENSMUSG00000085816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6330411D24Rik,ENSMUSG00000110067,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Gm37624,ENSMUSG00000103678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prdm2,ENSMUSG00000057637,3934,3667,4211,3366,4430,4306,4220,3733,4245,3421,3332,2992,3677,3009,2882,2455
Mir7021,ENSMUSG00000106597,0,0,4,3,1,2,0,2,0,1,3,0,0,2,0,2
Gm13038,ENSMUSG00000081838,11,33,42,25,17,39,29,6,13,24,23,14,4,15,11,15
Gm13039,ENSMUSG00000083826,14,14,9,6,6,8,12,4,4,2,18,6,4,11,6,2
Gm22039,ENSMUSG00000087903,0,3,6,3,2,3,2,1,0,10,0,0,4,3,1,0
Eef2-ps2,ENSMUSG00000082575,473,68,54,46,48,67,40,34,60,36,30,27,42,91,87,81
Pdpn,ENSMUSG00000028583,936,422,540,475,656,761,759,523,1920,811,3734,2297,3827,3713,4073,2806
Gm26313,ENSMUSG00000088395,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Lrrc38,ENSMUSG00000028584,24,7,8,0,2,0,5,2,4,2,46,40,62,32,31,45
Anp32b-ps1,ENSMUSG00000081792,10,8,6,7,18,10,18,8,2,8,17,4,10,11,34,10
Pramel1,ENSMUSG00000041805,88,82,113,82,249,220,98,70,50,83,40,59,139,129,70,68
Gm13045,ENSMUSG00000082407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pramef8,ENSMUSG00000046862,1950,2446,5661,3944,7237,6465,5183,3812,3949,2864,2492,1571,2198,1193,1850,1481
Oog4,ENSMUSG00000047799,4,0,2,2,0,0,2,0,0,0,0,0,0,2,0,0
Gm13042,ENSMUSG00000083930,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Gm13046,ENSMUSG00000084059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13041,ENSMUSG00000083403,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0
Gm13043,ENSMUSG00000095409,0,0,2,1,1,0,1,3,1,0,0,0,0,0,0,0
Gm13040,ENSMUSG00000070616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC080695,ENSMUSG00000070618,58,44,223,195,218,69,132,17,96,19,23,8,8,2,3,2
Gm13057,ENSMUSG00000096154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13058,ENSMUSG00000081523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13080,ENSMUSG00000044377,5,0,4,5,12,10,12,6,0,0,2,0,0,2,0,2
Gm13083,ENSMUSG00000066688,8,10,74,75,110,34,50,7,42,6,31,7,30,6,12,2
Gm13088,ENSMUSG00000078513,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
Gm13085,ENSMUSG00000084351,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm13082,ENSMUSG00000081227,2,2,3,3,0,2,0,2,0,3,0,4,0,0,0,0
Gm13089,ENSMUSG00000070617,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Gm13078,ENSMUSG00000046435,58,24,156,100,227,42,94,14,76,8,43,12,34,6,12,3
Gm13087,ENSMUSG00000082717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13081,ENSMUSG00000082030,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13023,ENSMUSG00000066031,0,0,0,2,0,2,0,0,3,1,1,0,0,4,0,2
Gm13084,ENSMUSG00000059218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13103,ENSMUSG00000029451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pramef6,ENSMUSG00000078512,19,17,111,96,171,49,77,27,38,9,37,10,29,2,16,4
Gm13100,ENSMUSG00000083749,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13106,ENSMUSG00000084123,14,46,137,94,123,36,73,16,35,10,19,2,4,4,1,4
Pramef25,ENSMUSG00000078511,83,153,412,296,428,123,270,67,125,43,62,10,13,9,13,14
Gm13101,ENSMUSG00000078510,3,4,26,22,40,23,22,2,14,0,4,0,0,0,3,0
Pramef17,ENSMUSG00000078509,369,285,943,756,719,780,474,475,174,234,17,9,9,6,2,3
Gm13108,ENSMUSG00000083456,10,2,11,8,14,30,13,14,7,2,0,2,0,0,0,0
Gm13104,ENSMUSG00000095987,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0
Pramel4,ENSMUSG00000073724,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Gm13102,ENSMUSG00000073723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oog3,ENSMUSG00000050810,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0
Oog2,ENSMUSG00000066030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C87977,ENSMUSG00000046262,0,4,4,2,4,2,0,0,0,0,0,0,0,0,0,0
Gm13123,ENSMUSG00000083708,107,122,54,36,50,82,55,52,58,52,67,58,112,62,102,84
Pramel5,ENSMUSG00000036749,6,4,37,32,24,10,14,4,6,2,0,2,12,2,0,0
Gm13120,ENSMUSG00000095960,2,0,6,3,0,3,5,0,0,0,0,0,0,0,0,0
Gm13130,ENSMUSG00000080943,5,0,2,2,10,11,8,5,3,3,0,0,0,0,0,0
Gm13128,ENSMUSG00000078508,1118,869,2873,2122,2358,2472,1481,1288,525,655,45,38,8,19,2,0
Gm13122,ENSMUSG00000084312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13119,ENSMUSG00000070619,527,437,3142,2148,2271,852,938,204,509,123,242,30,78,16,30,24
Pramef20,ENSMUSG00000073721,6,16,21,12,22,22,11,12,3,4,0,0,0,0,0,0
Pramef12,ENSMUSG00000028591,7739,5186,4686,5124,4632,4796,4715,5086,4930,6661,2658,2371,3181,3415,1235,1222
Pramef12os,ENSMUSG00000028590,11,2,13,13,21,11,26,13,19,15,22,10,30,32,14,9
1700012P22Rik,ENSMUSG00000028589,0,0,0,0,0,0,0,2,1,0,0,2,2,1,0,0
Gm9944,ENSMUSG00000095213,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Aadacl3,ENSMUSG00000078507,4,6,0,8,2,2,0,2,2,0,0,0,2,2,0,2
Gm13118,ENSMUSG00000082835,0,2,0,0,0,5,0,0,0,2,4,0,0,0,0,0
Aadacl4fm1,ENSMUSG00000028593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13121,ENSMUSG00000083390,2,4,0,1,2,2,6,2,2,2,4,2,4,2,3,6
Gm13126,ENSMUSG00000082418,1,2,6,2,0,2,2,0,0,2,2,0,2,2,0,0
Aadacl4fm2,ENSMUSG00000078506,25,29,33,36,30,52,30,29,30,60,30,23,62,20,8,6
Gm13127,ENSMUSG00000070610,102,66,56,48,62,60,70,64,62,42,46,48,79,38,69,62
Aadacl4,ENSMUSG00000070609,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadacl4fm4,ENSMUSG00000078505,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
AAdacl4fm3,ENSMUSG00000041735,2,4,4,14,4,2,1,6,2,4,0,0,0,15,6,2
Gm25938,ENSMUSG00000077327,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadacl4fm5,ENSMUSG00000078504,11,20,15,22,24,27,8,9,0,7,1,0,1,1,0,4
Prdx2-ps2,ENSMUSG00000083998,2,6,0,0,10,0,3,0,2,0,0,0,0,0,0,0
Dhrs3,ENSMUSG00000066026,601,629,405,462,320,365,360,391,320,246,281,171,322,234,620,599
Gm38074,ENSMUSG00000103911,0,4,4,0,2,0,0,2,0,0,0,0,0,0,1,0
Vps13d,ENSMUSG00000020220,10430,14899,8685,10239,10652,12445,10543,10889,5483,10007,6552,6415,4755,6236,5386,5624
Tnfrsf1b,ENSMUSG00000028599,4947,3618,2071,1969,1104,923,861,1160,1334,1285,1038,913,1407,685,637,626
Tnfrsf8,ENSMUSG00000028602,1089,1386,1048,1899,1908,1706,1603,1791,1280,1093,521,371,333,222,16,28
Gm13024,ENSMUSG00000082758,207,160,187,176,213,183,193,157,173,165,69,70,34,29,1,4
Gm13224,ENSMUSG00000084272,5,19,20,19,27,17,38,24,11,11,10,3,1,4,1,0
Platr16,ENSMUSG00000085101,1007,1371,1245,738,2466,2483,1875,1526,1234,1133,936,623,237,368,53,49
Gm13230,ENSMUSG00000082082,6010,3835,4560,4817,9470,8517,4390,5909,5632,6248,4031,2188,1059,1499,267,200
Gm13223,ENSMUSG00000083081,286,772,297,233,445,352,643,620,249,842,256,248,30,100,3,1
Smarca5-ps,ENSMUSG00000052912,718,840,1105,1225,1229,1111,932,1031,773,866,623,497,361,479,228,257
Gm13229,ENSMUSG00000087076,9,18,50,46,30,36,28,13,5,15,12,14,0,13,0,6
Zfp990,ENSMUSG00000078503,18418,10778,10007,16914,23100,25572,13935,18964,22175,20957,15640,10180,11926,13939,8593,4529
Gm21978,ENSMUSG00000096864,4,24,6,1,8,12,12,10,0,4,8,0,0,0,0,0
Gm13228,ENSMUSG00000082352,1140,1151,1287,1172,2317,1409,1603,1063,1370,915,522,337,176,153,30,25
Gm13226,ENSMUSG00000083454,7,16,42,29,37,32,43,14,20,15,9,8,11,14,16,4
Gm13222,ENSMUSG00000080732,5,13,8,10,8,5,16,11,7,8,5,2,0,2,0,0
Gm13212,ENSMUSG00000078502,1461,1016,958,1219,2132,1961,1191,1294,1568,1647,1135,798,906,1028,628,390
Gm13234,ENSMUSG00000083562,54,89,36,28,37,17,57,43,28,73,23,43,2,45,1,4
Gm13231,ENSMUSG00000081885,384,464,915,919,1272,991,846,638,730,694,628,372,152,319,140,132
Gm13249,ENSMUSG00000095517,1,4,1,8,7,3,4,9,5,3,0,4,1,1,0,0
Zfp980,ENSMUSG00000058186,3044,2864,2130,3122,5637,6096,4893,6336,6536,7410,5578,3865,2392,4329,698,982
Gm13239,ENSMUSG00000082615,65,339,120,116,277,290,295,250,71,379,165,203,27,113,25,35
Gm13232,ENSMUSG00000084279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13244,ENSMUSG00000082334,0,0,2,6,2,6,1,3,2,2,0,6,0,1,0,2
Gm13236,ENSMUSG00000087513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13243,ENSMUSG00000094417,32,24,27,26,37,49,23,40,11,34,31,21,28,40,26,34
Vmn2r-ps15,ENSMUSG00000094177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Znf41-ps,ENSMUSG00000084350,234,163,210,307,316,300,191,294,313,391,240,139,185,171,236,108
Gm13238,ENSMUSG00000096233,17,27,11,15,18,21,26,27,25,47,21,19,13,15,11,2
Gm13246,ENSMUSG00000083235,9,9,4,0,1,2,3,4,0,7,6,6,1,0,0,0
Zfp986,ENSMUSG00000078500,383,283,243,296,481,589,435,425,459,465,399,286,357,328,189,147
Gm13036,ENSMUSG00000081595,148,339,98,74,136,89,151,195,77,322,115,128,16,59,1,1
Gm13034,ENSMUSG00000082195,739,1042,2176,2005,2567,2255,1684,1531,1586,1586,1395,926,326,722,315,317
Gm13035,ENSMUSG00000083733,4,19,16,10,9,13,12,6,2,9,7,16,3,8,2,5
Zfp987,ENSMUSG00000066009,538,396,341,643,877,807,488,577,685,649,666,410,326,555,162,135
Zfp600,ENSMUSG00000066007,3541,3619,3451,4309,6339,5845,4973,5137,5647,5530,5390,3804,1944,3375,292,384
Gm13165,ENSMUSG00000086654,44,78,77,129,115,112,103,89,62,110,65,92,13,44,6,6
Gm13170,ENSMUSG00000081522,29,119,80,76,131,111,82,56,22,78,32,53,0,42,4,16
Gm13167,ENSMUSG00000081671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13169,ENSMUSG00000084127,100,47,104,93,97,145,81,66,87,42,60,47,41,36,34,51
Gm13166,ENSMUSG00000085525,466,460,433,400,550,671,453,515,483,404,401,287,443,429,490,451
Gm13168,ENSMUSG00000081460,33,21,37,25,42,34,23,28,34,40,24,16,35,45,36,35
Vmn2r-ps17,ENSMUSG00000095096,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
Zfp992,ENSMUSG00000070605,3734,3184,2347,2570,2904,3213,2722,3018,3078,3593,2498,1706,2346,3035,1887,1678
Gm13241,ENSMUSG00000073716,254,294,345,315,579,385,494,377,582,541,558,536,437,503,148,123
Gm13245,ENSMUSG00000081998,108,102,168,121,193,170,178,114,194,167,264,178,205,151,44,33
Zfp981,ENSMUSG00000056300,5678,5062,3950,5929,10049,10486,7556,9508,14747,14068,15941,11465,4266,8176,929,1006
1700095A21Rik,ENSMUSG00000086046,66,84,51,54,92,75,95,78,46,122,100,123,14,61,4,8
Gm13237,ENSMUSG00000095865,2,3,1,1,2,2,2,0,1,0,0,0,0,2,0,6
Gm13233,ENSMUSG00000083038,8,5,17,21,16,27,33,23,14,6,21,21,11,16,7,11
Gm13240,ENSMUSG00000096366,23,14,14,14,22,13,21,22,5,21,11,8,10,24,8,27
Vmn2r-ps16,ENSMUSG00000095460,3,1,0,3,3,2,2,2,0,5,3,1,1,3,3,4
Zfp993,ENSMUSG00000063245,108,108,60,74,95,81,99,85,100,87,79,69,102,126,105,86
Gm21411,ENSMUSG00000045699,3948,3143,3875,5064,6619,6971,4909,5557,7471,6852,5845,3991,3638,4711,1010,983
Gm20760,ENSMUSG00000093919,63,89,80,61,124,55,129,81,70,112,65,58,37,98,45,51
Gm13140,ENSMUSG00000083027,181,157,258,244,347,290,251,267,233,225,206,159,113,134,72,91
Gm13149,ENSMUSG00000081260,7,16,20,10,4,16,15,22,5,18,14,23,12,4,4,2
Zfp989,ENSMUSG00000086147,796,742,624,616,1237,1404,1239,1112,1270,1152,1042,874,508,850,128,157
Rex2,ENSMUSG00000067919,1408,1572,1182,1810,2441,2388,1838,2236,2262,2138,2288,1534,805,1376,163,218
Gm13153,ENSMUSG00000083704,0,1,0,3,1,4,1,6,1,7,0,0,0,1,0,0
4933438K21Rik,ENSMUSG00000093617,131,227,86,161,100,102,128,92,102,235,99,122,52,95,16,28
Gm13160,ENSMUSG00000094017,12,11,13,12,6,14,10,10,11,7,9,6,3,11,12,8
Gm13142,ENSMUSG00000081405,65,38,82,123,124,164,79,78,79,73,45,40,27,46,20,30
Gm13162,ENSMUSG00000082779,33,49,16,25,39,28,39,42,8,41,12,13,30,29,39,38
Vmn2r-ps18,ENSMUSG00000094849,8,5,21,16,11,16,18,14,7,23,13,11,12,6,34,22
Zfp991,ENSMUSG00000067916,782,638,575,640,728,769,510,649,750,966,630,399,807,875,773,559
Gm13146,ENSMUSG00000095054,35,64,59,50,103,84,91,56,67,57,43,69,50,68,20,15
Gm13163,ENSMUSG00000082176,8,21,21,28,26,13,21,11,10,22,9,11,1,4,4,2
Gm13147,ENSMUSG00000087207,2100,1788,2544,2792,3719,3803,2548,2832,3616,3320,3140,2092,1681,2244,451,398
Gm13158,ENSMUSG00000081627,36,87,24,20,17,19,38,28,14,58,19,30,5,33,2,0
Gm13135,ENSMUSG00000082925,289,421,865,769,1015,957,660,558,618,443,410,342,170,268,116,184
Gm13144,ENSMUSG00000094318,0,0,2,2,3,5,0,0,0,2,0,0,0,2,0,0
Zfp988,ENSMUSG00000078498,3690,2704,2713,3990,5781,5886,3562,4451,4022,4386,2984,1860,2151,3000,948,765
Zfp978,ENSMUSG00000078497,5756,7069,5233,6534,10679,10915,9830,10742,10409,11935,10157,7439,3381,6246,567,720
Gm8178,ENSMUSG00000096354,0,1,1,4,1,1,0,3,1,3,0,0,0,1,0,0
Gm13161,ENSMUSG00000082248,37,54,47,38,40,35,49,55,21,46,15,24,32,42,47,52
Vmn2r-ps19,ENSMUSG00000093975,13,13,5,22,21,22,24,18,3,11,9,8,11,13,19,22
Zfp982,ENSMUSG00000078496,3603,2909,2074,2506,5844,5953,4444,4500,5003,4505,3779,2861,2391,3258,1197,1006
Gm15951,ENSMUSG00000081301,47,119,80,49,165,128,112,125,40,96,67,49,18,54,31,36
Vmn2r-ps20,ENSMUSG00000096440,34,75,42,44,95,65,76,57,12,58,28,24,4,18,10,5
Gm13141,ENSMUSG00000082599,28,65,39,29,82,79,53,51,15,45,4,14,5,7,2,4
Zfp985,ENSMUSG00000065999,10525,6263,4875,7542,13452,14045,9195,11340,13968,10955,9551,6533,6956,7949,2958,2403
Zfp979,ENSMUSG00000066000,7271,4020,4769,9596,8993,9735,4973,6746,6229,6442,4945,3176,4334,4017,3811,2040
Gm13155,ENSMUSG00000096065,0,1,1,1,0,0,1,3,3,2,2,0,0,0,0,0
Gm16211,ENSMUSG00000086130,148,146,107,94,103,91,178,121,101,283,95,126,57,116,21,4
Zfp534,ENSMUSG00000062518,3076,1527,2192,4028,3944,4070,2162,2949,4331,4106,2811,1719,2169,2784,999,530
Gm13137,ENSMUSG00000096521,2,10,4,6,0,0,12,4,2,4,2,4,0,0,1,0
Gm13136,ENSMUSG00000081179,331,377,759,569,788,714,478,475,516,421,431,226,145,269,129,156
Gm13148,ENSMUSG00000083642,97,179,90,90,133,80,136,93,49,169,51,78,16,49,6,8
Zfp984,ENSMUSG00000078495,5556,3698,3269,4232,7264,7576,4561,5687,6004,5384,4652,3108,3984,4499,3217,2156
Gm20707,ENSMUSG00000093594,411,502,544,520,915,1346,487,455,520,446,580,425,855,607,856,550
Rps19-ps3,ENSMUSG00000080059,97,70,51,81,92,117,72,97,74,84,48,53,33,27,71,40
Zfp933,ENSMUSG00000059423,962,857,613,822,1254,1304,1098,1123,1046,808,1028,725,718,603,833,577
Miip,ENSMUSG00000029022,491,952,404,410,965,1134,1039,979,1008,996,928,696,1456,945,2840,1883
Fv1,ENSMUSG00000070583,42,105,58,74,188,155,108,120,49,80,53,60,50,78,317,223
Mfn2,ENSMUSG00000029020,2151,1692,1498,1752,2485,2863,2636,2291,3041,1880,2955,2275,2540,1902,2050,1482
Gm13156,ENSMUSG00000083340,2,2,0,4,3,2,2,5,1,2,6,0,1,1,8,2
Plod1,ENSMUSG00000019055,2161,1607,1419,1233,2308,2263,1935,1706,1072,1316,521,481,778,540,1130,828
2510039O18Rik,ENSMUSG00000044496,9556,6222,5522,4996,4782,5205,4220,3547,4280,3325,2706,2114,3896,2209,3265,2239
Nppb,ENSMUSG00000029019,13,17,92,33,30,104,5,6,8,0,2,0,6,2,2,6
Nppa,ENSMUSG00000041616,6,30,2,10,1,6,4,1,2,3,0,3,5,2,0,1
Gm13054,ENSMUSG00000086806,4,21,9,23,5,3,4,7,5,2,0,0,0,2,3,2
Clcn6,ENSMUSG00000029016,8415,8653,4212,4659,2852,3329,3463,3374,2063,3263,2169,2076,2386,2495,2613,1918
Gm13207,ENSMUSG00000083473,13,27,14,26,9,24,25,24,18,26,7,12,17,9,17,7
Mthfr,ENSMUSG00000029009,6656,6130,2371,2964,3089,3191,3269,3025,3123,3477,3988,3526,5208,3854,2739,2771
Chchd2-ps,ENSMUSG00000094320,26,6,8,7,2,2,5,6,6,3,8,6,10,4,12,2
Gm13201,ENSMUSG00000078494,4,13,0,0,0,0,0,0,0,0,1,0,2,0,0,3
Agtrap,ENSMUSG00000029007,11197,8032,5341,5473,5433,5177,6571,5535,4174,3554,1796,1403,3069,2586,3942,3448
Draxin,ENSMUSG00000029005,216,208,55,109,44,41,62,57,114,73,99,52,141,55,56,46
Mad2l2,ENSMUSG00000029003,2678,2144,1166,1514,1591,1735,1522,1714,1337,1366,691,608,1087,1170,1045,1055
Fbxo6,ENSMUSG00000055401,5457,4053,3710,3769,4384,5399,2846,2740,1316,1699,432,418,698,840,1352,1283
Mir7022,ENSMUSG00000099043,4,2,4,4,3,2,1,2,0,1,2,0,0,2,2,1
Fbxo44,ENSMUSG00000029001,545,522,294,357,257,329,416,500,258,268,81,76,150,189,243,205
Fbxo2,ENSMUSG00000041556,506,509,350,655,332,443,418,445,421,433,151,135,229,170,215,124
Disp3,ENSMUSG00000041544,12,15,11,16,12,7,26,10,25,11,61,26,80,91,71,101
Gm13206,ENSMUSG00000087027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gm13200,ENSMUSG00000086326,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0
Ubiad1,ENSMUSG00000047719,2396,1690,1878,1858,1796,2100,1744,1716,2445,1774,2078,1749,2432,1733,1907,1449
Gm23303,ENSMUSG00000064648,0,5,8,2,4,5,1,0,1,2,0,1,1,1,7,3
Mtor,ENSMUSG00000028991,12526,13906,8228,9484,10419,11574,11535,11015,9434,11443,10728,10293,10625,9341,11969,10858
Angptl7,ENSMUSG00000028989,27,32,8,15,36,26,48,20,30,14,28,77,38,36,32,27
Gm24002,ENSMUSG00000089081,0,0,1,0,1,0,0,0,0,0,1,3,0,1,0,0
Gm23318,ENSMUSG00000088625,5,3,0,4,3,8,2,6,4,8,7,5,5,3,7,2
Exosc10,ENSMUSG00000017264,14878,11103,10175,11065,11959,14258,11990,10961,12241,9979,13076,10707,12976,8726,8299,8341
Gm13204,ENSMUSG00000082860,104,244,198,214,197,211,180,214,135,155,219,162,89,127,129,113
Gm13209,ENSMUSG00000087217,1,12,12,7,2,1,4,4,2,1,0,4,2,3,1,0
Srm,ENSMUSG00000006442,15883,9344,7356,8946,13003,13049,15426,14088,27975,15695,28281,21720,31614,16938,10206,8639
Masp2,ENSMUSG00000028979,374,309,195,124,124,95,134,139,138,162,115,107,49,69,88,50
Tardbp,ENSMUSG00000041459,25198,23180,17431,23297,32793,33463,31008,33355,30749,31851,34529,25848,35307,28257,31875,23229
Gm572,ENSMUSG00000070577,4,7,23,12,13,6,14,11,24,22,6,20,16,11,0,2
Gm13203,ENSMUSG00000087273,1,0,0,0,0,0,6,4,20,22,4,4,3,5,4,1
Casz1,ENSMUSG00000028977,383,166,83,59,280,161,553,472,693,652,204,160,238,181,249,151
Gm15969,ENSMUSG00000086766,4,1,0,2,0,5,3,0,6,5,2,1,0,1,0,1
Gm13205,ENSMUSG00000086606,61,35,27,33,26,7,37,13,27,22,23,12,14,8,26,10
Gm17029,ENSMUSG00000086740,59,61,45,41,64,110,100,74,95,84,98,115,94,59,101,72
Pex14,ENSMUSG00000028975,2132,1131,1250,1133,1338,1330,1421,1176,1807,1399,1542,1304,2256,1693,2140,1577
Gm9506,ENSMUSG00000081086,0,0,0,0,2,0,4,4,0,2,2,0,0,0,3,0
Dffa,ENSMUSG00000028974,1641,1126,903,1262,1568,1615,1585,1320,1775,1135,1501,1021,1675,935,1107,956
Cort,ENSMUSG00000028971,18,57,10,14,17,23,21,28,14,37,23,17,16,34,34,24
Cenps,ENSMUSG00000073705,827,676,454,728,858,981,1011,983,1611,1117,1447,1085,2081,1306,1125,939
Rpsa-ps12,ENSMUSG00000080746,37,16,12,22,18,12,21,11,17,10,14,18,15,21,22,19
Pgd,ENSMUSG00000028961,14750,9324,7672,10501,9120,9560,9389,9425,10976,10187,11346,9695,11136,5368,6233,4569
Kif1b,ENSMUSG00000063077,8626,7453,5659,6682,7494,7687,5468,5909,5626,7480,6131,6097,7720,8790,11894,9775
Ube4b,ENSMUSG00000028960,11896,8719,6054,6539,6588,6506,8667,7595,11523,11146,13911,12314,15653,10010,14107,10326
Ube4bos3,ENSMUSG00000085286,21,25,18,17,21,23,28,23,29,25,36,27,15,30,39,28
Ube4bos2,ENSMUSG00000085807,2,5,4,14,1,11,6,8,8,4,4,15,5,3,12,1
Ube4bos1,ENSMUSG00000085819,55,63,84,78,73,106,78,95,90,92,121,81,92,78,134,101
Rbp7,ENSMUSG00000028996,18,17,20,23,10,5,15,19,98,55,150,94,359,158,253,213
Trmt112-ps2,ENSMUSG00000070572,43,14,11,20,20,3,16,38,25,21,21,12,17,25,35,15
Nmnat1,ENSMUSG00000028992,1098,707,620,629,704,807,656,614,724,589,688,516,986,834,1369,1006
Tmem274,ENSMUSG00000087198,11,6,12,13,11,14,14,13,15,7,15,7,5,5,10,9
Lzic,ENSMUSG00000028990,3422,2287,2070,2408,2895,2953,2849,2490,3469,2438,2438,1925,3168,1850,2280,1694
Gm13071,ENSMUSG00000083811,11,2,13,0,9,4,18,2,10,3,0,3,2,4,8,6
Gm24381,ENSMUSG00000084646,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Ctnnbip1,ENSMUSG00000028988,1425,910,858,1019,1020,926,1131,1010,1668,1266,1251,924,1974,1482,1667,1254
Mir5616,ENSMUSG00000093403,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
Gm13066,ENSMUSG00000086949,1,3,3,1,0,1,0,0,0,1,1,0,1,2,0,1
Clstn1,ENSMUSG00000039953,27796,16053,12090,10770,12199,12921,11151,9211,8803,7716,5271,4575,9372,6224,11501,8645
Pik3cd,ENSMUSG00000039936,1000,1212,614,760,1768,2019,1379,2254,2623,2610,2384,2447,1710,1148,2093,1296
